"","monthf","monthweek","weekday","year","city_state","no_topic","topic","topic_prop"
"290","Feb.",3,"Tuesday",2015,"Philadelphia, PA",219,83,0.274834437086093
"291","Feb.",3,"Tuesday",2016,"Boston, MA",346,137,0.283643892339545
"292","Feb.",3,"Tuesday",2016,"New York, NY",270,29,0.096989966555184
"293","Feb.",3,"Tuesday",2016,"Philadelphia, PA",395,85,0.177083333333333
"294","Feb.",3,"Tuesday",2017,"Philadelphia, PA",678,127,0.15776397515528
"295","Feb.",3,"Tuesday",2018,"Philadelphia, PA",312,37,0.106017191977077
"296","Feb.",3,"Wednesday",2015,"Philadelphia, PA",429,50,0.104384133611691
"297","Feb.",3,"Wednesday",2016,"Boston, MA",222,84,0.274509803921569
"298","Feb.",3,"Wednesday",2016,"New York, NY",397,55,0.121681415929204
"299","Feb.",3,"Wednesday",2016,"Philadelphia, PA",652,114,0.148825065274151
"300","Feb.",3,"Wednesday",2017,"Philadelphia, PA",543,96,0.150234741784038
"301","Feb.",3,"Wednesday",2018,"Philadelphia, PA",295,42,0.124629080118694
"302","Feb.",4,"Friday",2015,"Philadelphia, PA",279,66,0.191304347826087
"303","Feb.",4,"Friday",2016,"Boston, MA",399,62,0.134490238611714
"304","Feb.",4,"Friday",2016,"New York, NY",214,16,0.0695652173913043
"305","Feb.",4,"Friday",2016,"Philadelphia, PA",464,133,0.222780569514238
"306","Feb.",4,"Friday",2017,"Philadelphia, PA",767,159,0.17170626349892
"307","Feb.",4,"Friday",2018,"Philadelphia, PA",215,40,0.156862745098039
"308","Feb.",4,"Monday",2015,"Philadelphia, PA",299,148,0.331096196868009
"309","Feb.",4,"Monday",2016,"Boston, MA",296,65,0.18005540166205
"310","Feb.",4,"Monday",2016,"New York, NY",277,72,0.206303724928367
"311","Feb.",4,"Monday",2016,"Philadelphia, PA",525,110,0.173228346456693
"312","Feb.",4,"Monday",2017,"Philadelphia, PA",504,135,0.211267605633803
"313","Feb.",4,"Monday",2018,"Philadelphia, PA",297,95,0.24234693877551
"314","Feb.",4,"Saturday",2015,"Philadelphia, PA",250,52,0.172185430463576
"315","Feb.",4,"Saturday",2016,"Boston, MA",242,53,0.179661016949153
"316","Feb.",4,"Saturday",2016,"New York, NY",251,11,0.0419847328244275
"317","Feb.",4,"Saturday",2016,"Philadelphia, PA",424,48,0.101694915254237
"318","Feb.",4,"Saturday",2017,"Philadelphia, PA",416,28,0.0630630630630631
"319","Feb.",4,"Saturday",2018,"Philadelphia, PA",246,47,0.160409556313993
"320","Feb.",4,"Sunday",2015,"Philadelphia, PA",158,19,0.107344632768362
"321","Feb.",4,"Sunday",2016,"Boston, MA",112,19,0.145038167938931
"322","Feb.",4,"Sunday",2016,"New York, NY",132,8,0.0571428571428571
"323","Feb.",4,"Sunday",2016,"Philadelphia, PA",456,55,0.107632093933464
"324","Feb.",4,"Sunday",2017,"Philadelphia, PA",601,68,0.101644245142003
"325","Feb.",4,"Sunday",2018,"Philadelphia, PA",104,7,0.0630630630630631
"326","Feb.",4,"Thursday",2015,"Philadelphia, PA",299,47,0.135838150289017
"327","Feb.",4,"Thursday",2016,"Boston, MA",236,72,0.233766233766234
"328","Feb.",4,"Thursday",2016,"New York, NY",205,76,0.270462633451957
"329","Feb.",4,"Thursday",2016,"Philadelphia, PA",334,212,0.388278388278388
